mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,tempo,spectral_centroid,zcr,rms,label
-199.4001,127.94215,-19.393513,61.42394,-0.39352775,13.120569,0.90523,-0.79977256,-19.727064,9.258242,-0.90673524,-1.5470577,-0.48457047,92.28515625,1470.2955279747064,0.08296094959365326,0.12361412,blues
-209.04688,123.66414,8.894877,48.420635,8.106742,13.869273,-3.1458914,7.160634,-22.106052,10.891657,-4.9475346,-2.7222636,-3.1168237,107.666015625,1354.4159603995492,0.0523851707623839,0.10833207,blues
-305.05728,110.51357,5.4989576,50.199352,9.110902,20.433458,2.0928042,2.4800935,-8.325937,17.324484,9.9430895,4.4976697,4.8185344,151.99908088235293,1247.3235420122687,0.04840862640286378,0.07114063,blues
-225.87923,121.41896,-10.190044,39.921265,0.707737,13.366079,5.048434,-0.3303491,-17.291294,13.20019,4.904522,-1.074897,-1.0226953,99.38401442307692,1478.1654131895236,0.07112050720781733,0.08482266,blues
-244.57938,120.22431,0.7013737,40.155704,5.353436,17.487383,-3.0917892,4.5098186,-16.223099,16.204483,2.5120008,2.7034118,-0.9122694,198.76802884615384,1442.606045561882,0.05790592347136223,0.07313488,blues
-251.02737,141.8132,-2.6374104,59.605404,17.746506,11.295945,3.848941,-0.03164381,-18.096296,6.2246776,7.21291,-3.084497,1.4682013,161.4990234375,1064.9488274184419,0.04810477336493808,0.09245767,blues
-263.31674,108.0779,13.073906,46.115578,1.690107,26.169027,-4.537801,10.604128,-19.550383,14.379033,-5.973812,5.082428,-3.3854723,83.35433467741936,1585.84394266379,0.05576761440595975,0.0653821,blues
-217.75438,138.96312,-11.726805,42.844795,-6.027535,10.32487,-0.9524827,-7.1728544,-14.202614,13.167264,1.2675241,4.1841464,4.1856155,123.046875,1272.4290208891873,0.06235034104102167,0.10412026,blues
-229.73917,127.23354,7.0423594,40.898884,1.3284878,17.30362,-4.494638,7.615783,-18.739622,14.355337,-3.6998787,1.4390093,-5.161266,135.99917763157896,1389.5300712202877,0.05169280911377709,0.07697544,blues
-271.62973,139.72449,14.287996,48.2934,16.466116,21.39511,3.688089,3.0432317,-16.27124,16.544134,2.1294477,-2.2242372,0.8277916,99.38401442307692,1030.7412316362927,0.04818791723103715,0.09513003,blues
-230.18547,142.18007,-8.930788,54.63231,-1.661323,13.671235,-0.35781002,1.3655288,-21.463612,19.67934,1.6175749,1.1632617,2.7469723,99.38401442307692,1227.89597470922,0.063908154750387,0.10023093,blues
-222.02592,134.20728,-17.433552,65.63839,3.204918,11.159804,1.0849435,-1.9804348,-7.0084248,-2.3156517,-4.3215103,-11.222348,-10.609585,184.5703125,1278.0599766729297,0.057527240953947366,0.10639075,blues
-296.6654,126.484245,4.3666844,71.56403,14.922737,10.621679,10.237152,0.2651214,1.7173866,-2.8666778,1.6660033,0.16862762,-1.6449715,103.359375,1065.9154995618576,0.04125069538506192,0.07187742,blues
-254.67767,140.60089,-1.351507,74.650276,9.017161,10.573555,2.2411313,5.4082065,-1.5074077,0.2849766,-5.3426814,-3.0319307,-5.7741284,198.76802884615384,1082.111759759208,0.04897249298568111,0.08362024,blues
-294.68933,123.3943,-2.7242465,63.15974,8.27619,14.08622,3.9730315,6.963503,-3.2479653,2.4522364,4.786658,-4.3323607,1.8327221,83.35433467741936,1235.9562369212374,0.055067694224071206,0.063105755,blues
-221.04799,137.21234,-26.296808,67.65162,3.2037017,5.139374,1.8294955,4.7446485,-6.7074227,-8.210526,-0.9028162,-4.1781816,0.27460185,92.28515625,1323.1712100862842,0.06828908064047988,0.104607075,blues
-256.06808,139.84554,-17.807777,65.96649,18.032434,13.22236,1.0888971,1.1122109,-9.388011,-1.0880333,-4.926499,-1.580789,-0.37198028,103.359375,1138.6243776142883,0.0466988861745356,0.088337414,blues
-236.06485,98.61061,19.978113,25.33844,2.3525653,26.716265,-17.294308,15.551785,-22.606441,4.4964466,-22.962292,-7.026106,-6.5223513,129.19921875,1734.3227793652443,0.05506542666408669,0.12128231,blues
-199.10904,112.90515,26.812204,30.087074,0.0938605,19.7009,-25.215857,20.074186,-28.1513,5.310904,-18.330465,-7.697033,-18.76269,89.10290948275862,1532.385365667174,0.041157725425696595,0.17306949,blues
-221.5844,111.92376,19.341537,29.734028,2.9179356,21.385483,-17.322262,13.700332,-26.163313,-4.3324823,-28.397078,-13.658285,-14.830681,92.28515625,1300.2487215230176,0.04404962025928793,0.16201591,blues
-289.0839,102.828316,18.285978,26.698137,6.3052773,28.086475,-17.325102,13.604154,-13.017981,4.9476385,-17.77062,-6.20152,-13.210666,143.5546875,1441.4605560610335,0.046280143430727554,0.09216163,blues
-226.53543,107.15879,31.689913,26.833794,-1.6565436,26.831656,-26.69975,15.277266,-26.689035,1.922031,-29.137342,-13.48004,-17.284082,151.99908088235293,1532.2802555151072,0.0441214263254644,0.14628202,blues
-218.40436,109.3236,15.192285,25.076708,-0.992665,30.446138,-17.98373,17.742918,-29.386663,4.2618527,-20.71197,-10.766462,-11.265931,184.5703125,1517.7717281645223,0.04640863849651703,0.13028614,blues
-166.99605,120.46337,11.628245,21.470507,-2.9098735,25.62128,-24.688488,18.712704,-18.676392,2.661679,-20.750185,-5.3809934,-16.865593,129.19921875,1515.9924986569483,0.048802425986842105,0.16498628,blues
-215.01463,119.24161,21.013792,27.586946,1.966567,23.346508,-17.026646,10.120518,-26.866463,-9.127148,-24.50201,-13.776685,-17.467108,151.99908088235293,1126.8613655229753,0.033723152089783284,0.187785,blues
-335.8097,105.37285,24.02461,27.625645,8.610176,22.828697,-3.9317245,13.703135,-10.983137,-1.144066,-11.682257,-8.288634,-10.098338,123.046875,1122.8327743061445,0.045447193063080496,0.06835712,blues
-210.96503,111.76844,18.637104,26.129314,-0.24069752,22.920843,-23.21418,13.001364,-14.094445,4.0507197,-25.91449,-3.7714353,-14.847032,89.10290948275862,1417.74870133372,0.04132023389125387,0.144593,blues
-312.24072,117.77386,17.503292,19.11773,6.440861,26.115864,-9.485277,4.6555295,-18.393316,-6.4147215,-17.37584,-7.497942,-17.278063,117.45383522727273,1184.1459643837877,0.03491135352167183,0.0774593,blues
-112.61485,92.63326,-2.5566337,74.12509,-10.549534,38.8071,-13.61245,19.909107,-17.208351,13.035743,-20.900454,5.7165227,-8.861566,172.265625,2205.686678661753,0.09141743662925697,0.13376537,blues
-106.11467,86.66214,-1.1976478,56.647964,-7.471879,37.034924,-8.175861,29.055836,-19.334688,11.896833,-21.129053,11.446929,-6.1307745,129.19921875,2445.9795450473957,0.10313769833591331,0.12612474,blues
-157.17995,66.77317,-8.289584,76.92217,2.9336593,45.10674,-4.16377,33.184822,-8.932373,6.993558,-23.26592,9.268622,-1.5935488,172.265625,2376.2852030653007,0.10621175382159442,0.11002233,blues
-109.22596,102.54847,-10.670947,47.40965,-5.981725,38.575283,-7.564041,29.465773,-16.03761,13.552491,-23.90921,7.090196,-7.734522,129.19921875,2107.9123778671096,0.08603500507933437,0.12741166,blues
-108.04849,87.15893,-14.576608,62.356853,-5.777848,44.82807,-7.9831805,29.462843,-11.583218,8.522,-20.846947,10.9005165,-4.96417,135.99917763157896,2276.6885074550505,0.096248095249613,0.1352089,blues
-162.09283,91.86013,13.8137665,79.921715,4.156723,40.433807,-4.5268383,27.068499,-13.651919,1.6587892,-21.724955,4.8811035,-3.9365563,129.19921875,1682.7663422372746,0.045431320143188854,0.15200734,blues
-188.4225,87.062546,14.333643,68.381485,2.5527318,38.086548,-8.533177,23.435186,-13.310214,4.5186257,-17.346275,5.2430525,-4.798367,123.046875,1947.883492215512,0.060468266253869966,0.09936212,blues
-159.40039,94.01914,5.9589734,73.23372,-8.027667,37.201336,-11.318758,17.97909,-18.735237,0.3454867,-23.573708,4.67013,-9.9305315,151.99908088235293,1990.6575269364275,0.07047349675890092,0.10621884,blues
-107.318886,102.842804,-21.627394,60.69449,-8.410905,33.86243,-14.248749,24.417913,-12.076378,16.28386,-19.50514,6.4959993,-8.664766,123.046875,2115.457433954751,0.09664340654024768,0.12472395,blues
-239.42691,108.408356,18.782915,70.91331,1.8008015,46.372383,-3.3999152,9.702528,-9.305424,3.2244098,-21.489895,-2.505313,-8.911712,123.046875,1363.910145450464,0.04096951794698142,0.09768554,blues
-77.83674,107.936554,-29.642675,56.126072,-1.7217191,33.86709,-10.987207,20.403141,-10.36671,15.905992,-9.811046,13.172806,-9.055324,135.99917763157896,1958.7108237980349,0.09112870065789473,0.18481702,blues
-51.1476,117.24078,-37.47695,65.4323,-6.8631454,13.700221,-19.419598,17.133097,-11.157186,19.271261,-4.8596144,14.724361,-16.143274,99.38401442307692,1953.5222120820088,0.10447177946013932,0.20010829,blues
-232.3452,120.04893,-11.117215,61.74841,14.289277,19.413628,11.27522,10.594757,-2.2534237,11.17292,0.42183205,2.0865734,-7.7670126,151.99908088235293,1369.3012288239775,0.06022110221555728,0.094146006,blues
-73.26625,105.34462,-44.128006,60.910194,-8.601624,19.805304,-14.000446,18.97718,-11.536056,14.8919935,-8.055803,12.672936,-9.801705,99.38401442307692,2183.2255198403004,0.13836046342879257,0.17138311,blues
-56.125607,107.0421,-37.884975,64.33898,2.562273,25.702013,-18.515942,20.43922,-9.910141,18.61999,-6.4012628,14.701368,-11.562818,89.10290948275862,2061.9913995808342,0.10732890504063468,0.20180891,blues
-95.99206,105.62703,-33.475292,58.367077,-1.6849377,23.183605,-9.417286,20.112564,-12.035977,14.319008,-5.2286005,13.700436,-9.67015,135.99917763157896,2019.8737787183582,0.10803411619582043,0.16022973,blues
-144.21294,109.70162,-16.394396,55.462475,2.6709657,25.86898,-7.6852627,16.795013,-5.0189705,14.411208,-6.7137523,7.6457996,-10.333301,161.4990234375,1720.0022855672619,0.0657675539376935,0.14205849,blues
-99.500626,120.66034,-37.193836,61.464287,3.4988537,28.544952,-13.791105,21.897749,-8.867414,11.752866,-5.8324513,6.7948084,-9.830029,92.28515625,1780.2021145139697,0.08102520922020123,0.17325549,blues
-97.1789,113.60942,-32.81887,59.079224,-6.197455,19.035873,-10.043873,13.409866,-22.823275,10.23296,-5.006778,10.216991,-8.581911,107.666015625,1949.6449038381645,0.1009094427244582,0.16454661,blues
-82.15133,89.07762,-24.365646,71.45478,-7.2904897,19.521896,-10.282745,14.787649,-11.45297,21.69765,-7.1146116,8.97299,-14.69947,107.666015625,2305.659417293361,0.15440118275928794,0.1678408,blues
-75.9213,117.418526,-33.008842,58.249203,0.84718496,32.943756,-13.463772,22.401808,-11.567971,14.148058,-4.949412,12.992272,-10.800671,151.99908088235293,1820.7460348714524,0.08331015383126934,0.20039143,blues
-79.42243,94.98878,-29.343405,76.84053,-28.02567,35.43793,-20.214203,26.348969,-16.211575,12.848431,-14.196243,6.721184,-9.888907,129.19921875,2502.98799016385,0.17197628434597523,0.14280538,blues
-144.0212,97.01493,-23.769125,48.04829,-29.661318,29.11016,-18.80437,18.017275,-8.789254,6.52103,-8.514136,4.559006,-21.3012,112.34714673913044,2248.8668392673057,0.11105148268188854,0.10615455,blues
-134.97136,75.0842,-6.322927,50.09843,-32.556023,21.135258,-25.682714,15.146037,-9.048159,12.261942,-17.651728,7.022876,-18.523252,92.28515625,2762.0451447968785,0.15116083954140866,0.091066,blues
-86.85601,88.217575,-15.290532,61.847317,-37.518692,14.372031,-21.864414,9.471566,-15.581329,12.08526,-14.697311,9.011527,-20.21315,78.30255681818181,2565.125255928303,0.14997414981617646,0.11745748,blues
-119.06163,77.887566,-19.14495,47.807034,-32.400414,23.390676,-26.198631,17.45436,-13.965053,11.926703,-17.656239,7.708526,-22.827765,107.666015625,2757.334934790582,0.14376027960526316,0.09894182,blues
-116.0605,96.20851,-14.979368,48.332504,-23.352232,28.048323,-22.006521,17.410435,-14.366844,8.047286,-17.45357,12.174208,-13.703786,161.4990234375,2370.798437807164,0.12254650009674922,0.1098589,blues
-91.284706,99.871,-20.77896,46.590393,-30.35224,22.903088,-21.593754,14.845515,-13.850377,12.878188,-15.784929,8.729937,-18.780561,80.74951171875,2341.952173587191,0.11784509239551083,0.1302105,blues
-114.49701,89.08889,-9.350391,50.042583,-34.68472,15.455959,-18.050974,15.27575,-12.048491,14.77351,-15.122874,9.0594,-18.248966,161.4990234375,2510.9024238065294,0.132795115373452,0.099947475,blues
-119.28392,92.355484,-19.429195,47.099857,-39.661167,28.189465,-35.494762,9.562334,-16.620165,4.8131075,-20.049726,7.978008,-22.354208,80.74951171875,2473.6651159710773,0.13426676180340558,0.12129345,blues
-132.79288,104.37669,-23.73602,40.72363,-27.016912,19.989908,-25.563946,20.517893,-14.404929,6.4848094,-9.179652,7.93375,-11.637295,143.5546875,2168.2637074315694,0.10160104851973684,0.1090925,blues
-84.58632,96.8038,-15.466815,51.297962,-35.537857,19.135826,-19.461672,12.945875,-12.932462,16.557594,-12.791666,11.808441,-18.17314,73.828125,2401.867812370273,0.13132724821013933,0.120964356,blues
-118.190186,91.56187,6.928763,45.539856,-40.06287,19.210886,-26.487118,13.542914,-16.674984,5.565516,-15.764074,3.0601046,-28.579763,103.359375,2489.159705310907,0.11784358068885449,0.108356096,blues
-29.90114,103.44935,-19.850973,56.8675,-13.503722,19.424986,-17.983294,16.946077,-18.53803,7.648165,-12.059889,11.853102,-8.256127,95.703125,2104.712353989302,0.1021475304760062,0.26082656,blues
-68.77023,89.10265,0.044275433,40.609734,-5.501828,26.920696,-23.92183,21.504753,-18.0115,11.700714,-14.991169,10.51414,-3.5870814,112.34714673913044,2490.1209732401444,0.1153847898123065,0.18339244,blues
-81.80111,95.77922,-13.7135935,54.98151,2.8923287,30.32347,-14.753302,23.51713,-15.677789,14.780097,-6.997622,12.96079,-6.3958654,117.45383522727273,2170.7524418967178,0.10248917618034056,0.1997024,blues
-48.283997,74.68196,-20.42098,56.23233,-5.0692186,32.492443,-14.312219,22.887804,-13.845225,26.8889,-9.531232,6.3094077,-11.149021,117.45383522727273,2644.871904361802,0.14244887408088236,0.22672558,blues
-35.160652,101.832466,-27.147974,40.080215,-9.279349,29.812578,-22.25995,25.973969,-11.635079,16.43389,-13.344167,10.450327,-10.32736,99.38401442307692,2255.172498640093,0.1113538240131579,0.2362917,blues
-1.1253792,102.03879,-34.22797,41.027992,-13.67641,31.876442,-22.553381,24.475721,-15.690478,15.92273,-14.436165,12.958119,-13.178651,123.046875,2321.9565426118083,0.12326456075851393,0.25982022,blues
-4.4846034,93.56993,-24.718943,45.142693,-11.179431,31.470648,-18.710213,27.942568,-9.431581,15.362299,-14.951446,14.546192,-15.481903,78.30255681818181,2433.49589776519,0.12386622000773993,0.273308,blues
-60.09072,118.270584,-32.954144,39.84055,-13.226912,20.79344,-16.898174,18.774803,-8.652984,10.694272,-12.760944,12.367221,-4.3921905,117.45383522727273,1828.7788221957696,0.09117858697755418,0.23335394,blues
3.1317272,112.75808,-41.829002,46.92758,-20.59518,26.816013,-19.802753,17.72444,-13.705187,13.873067,-14.443,16.15051,-13.398135,103.359375,2118.5630452595956,0.12295466089396284,0.27873263,blues
-28.952272,110.5186,-25.425451,37.57691,-19.557009,22.037142,-26.022932,21.417627,-18.682358,15.135062,-11.727619,7.1834636,-7.1431494,123.046875,2117.683261806526,0.1041089698626161,0.2517941,blues
-21.025938,98.29235,-23.722614,49.880924,-15.669191,29.981709,-17.710123,28.34323,-11.404247,15.711329,-8.342867,11.38786,-10.788466,135.99917763157896,2335.266550403184,0.11817993541989164,0.24737917,blues
-30.9191,112.85819,-31.729994,39.111473,-6.238258,23.504944,-19.111002,24.441412,-11.414721,13.251005,-15.216929,13.887468,-10.989523,112.34714673913044,2047.8184985265464,0.11026539522058823,0.24810533,blues
-196.94528,142.10239,1.4841301,44.85514,15.27521,21.114124,-5.214668,13.065512,-10.987581,-1.1638542,-4.2930336,0.5382296,2.4772844,143.5546875,1131.7004818461041,0.04673516713428793,0.14188309,blues
-207.77347,137.47801,11.173877,38.73941,10.6169815,20.918459,-5.4023724,12.021965,-7.263982,8.826926,-1.295056,2.4527895,0.18352598,123.046875,1250.6707130956772,0.044995192772832815,0.1278504,blues
-143.1549,123.58404,-2.5431354,45.993683,0.73450345,24.55573,-11.879429,16.761166,-14.333933,1.4377555,-7.5000014,-0.51628715,-7.809578,172.265625,1507.1268824864683,0.05292031491873065,0.16810782,blues
-191.8338,155.92247,-4.1517644,38.77993,16.704336,18.925898,0.17154053,14.421193,-12.768702,1.1822916,-6.7168965,4.6137047,-0.88103795,172.265625,962.1573279671193,0.030390594765866873,0.1462261,blues
-362.5942,131.72862,32.702957,26.623005,20.338999,11.903088,6.1510105,7.6721654,0.70569783,5.116901,1.2757093,-1.1274505,2.4442327,73.828125,773.6527618539692,0.02495600933630031,0.051812924,blues
-171.43039,111.74676,2.935147,53.43926,10.625992,29.895119,-10.348741,18.748968,-15.774133,7.5279984,-5.217685,2.3737454,-6.4851913,143.5546875,1721.1237716356466,0.06432992090750773,0.1269273,blues
-224.03279,165.9501,-6.305765,28.106829,11.477621,18.640068,-3.1738365,12.390775,-2.2585223,9.11333,-4.055066,6.5962524,-4.593771,63.02400914634146,1004.3112257263185,0.03765585695626935,0.105641,blues
-329.99643,127.158134,23.950434,47.455563,31.24541,24.339739,1.7958499,10.059747,-3.4667282,6.3271656,-0.2938436,-0.094517,0.35443503,83.35433467741936,1022.9100202306432,0.038164546246130034,0.06040769,blues
-357.90546,166.58725,34.808403,18.907547,29.885582,20.396637,9.075532,10.225144,5.2373905,3.3434582,4.253199,1.6137221,-5.0093956,58.72691761363637,539.809804573211,0.020531243953173375,0.06782295,blues
-240.9196,137.3134,20.32813,40.77207,16.782288,15.238698,3.5138373,11.9137,-4.9954753,4.695739,-2.0713809,1.7346581,-1.3566912,103.359375,989.1207198127711,0.0326324557372291,0.13737422,blues
-126.68034,141.31636,-3.7354302,36.889668,-5.7697225,20.78684,-10.204661,25.085081,-16.51334,7.714145,-1.3104173,4.3127604,-6.8054857,135.99917763157896,1369.7667568484515,0.058364726441563465,0.19144683,blues
-312.7477,141.61858,11.455946,29.648743,-8.808348,12.418199,-3.7944684,5.7409525,-5.7616715,3.4963055,-13.229458,1.8344084,-12.655698,143.5546875,1105.2713715954862,0.04746683315595975,0.0532121,blues
-131.26443,132.97975,-7.8866267,52.489822,7.5603724,18.656204,-6.254893,18.395716,-13.97177,11.635284,-9.958524,5.831584,-1.8024353,117.45383522727273,1413.5436414243952,0.049203784104102165,0.19689311,blues
-81.165535,97.18279,-24.030375,53.5443,-23.012472,32.161877,-10.24465,22.068024,-12.329469,17.863487,-15.568595,13.326728,-11.68804,123.046875,2381.8365718290597,0.13554415392801858,0.12941927,blues
-161.1451,139.06142,-28.174654,37.264336,-23.039963,18.332743,-3.2573287,1.6581901,-8.105449,4.9372916,-10.7533655,5.601579,-10.774407,92.28515625,1546.0485385428942,0.0781703511996904,0.11280084,blues
-258.81372,136.30916,-32.14902,30.940512,-13.226821,15.75865,-11.810898,6.1248646,-14.132229,8.171374,-5.0944414,8.874783,-1.0055827,184.5703125,1511.1554582064755,0.09550206801470588,0.038284957,classical
-332.22174,134.35265,-24.899282,21.107811,-10.953864,20.385147,-1.243868,2.551085,-10.015215,-2.0362997,-8.824462,1.2517133,5.8241553,112.34714673913044,1320.2060045485662,0.0925262734616873,0.03299132,classical
-237.92464,143.23972,-30.85071,34.981712,-13.20344,21.42871,-11.436061,8.323116,-17.84047,5.614479,-11.563157,7.587141,-2.333549,99.38401442307692,1439.1200716710175,0.0819292098006966,0.042310085,classical
-344.52554,123.241585,-21.386778,38.164814,-3.0360987,18.24148,-2.6343744,-1.6027747,-3.2175796,5.2453713,-1.8417989,4.319231,8.015707,71.77734375,1517.9834631087147,0.10377790610487617,0.023229491,classical
-251.47572,115.1101,-40.369427,31.43329,-20.43699,10.70747,-15.949403,10.608943,-4.107924,8.327927,-22.181376,-2.2165258,-6.7741494,161.4990234375,1811.924447889811,0.1226409817627709,0.044291664,classical
-299.01416,132.94441,-34.069134,35.662918,-7.9888854,3.3814163,-12.447893,2.63483,-9.897786,4.6549683,-8.512724,3.8787727,-4.0425687,135.99917763157896,1495.0294713964865,0.08207584534636223,0.03579056,classical
-307.22882,134.66536,-20.154919,39.90493,-4.4646378,8.00486,-10.60652,5.164685,-9.569469,4.0480294,-7.189497,4.4577446,2.7693434,103.359375,1329.0237808039471,0.06802075270897832,0.034893088,classical
-287.10968,130.81544,-18.483847,39.265003,-3.792615,7.570718,-10.864015,5.7750506,-4.9885783,9.824563,-2.7720962,6.530608,-3.2132685,107.666015625,1363.987844195365,0.0683450137867647,0.043414477,classical
-282.3464,128.2638,-29.540943,40.369194,-10.42237,6.2000184,-14.740495,8.25018,-6.9484177,7.171169,-9.76312,6.400318,-0.27066144,135.99917763157896,1508.4091879935088,0.07479848950270898,0.03736765,classical
-357.15805,140.676,-7.3701534,42.456936,-9.533629,12.409976,-9.355309,5.644035,-7.278937,10.901143,-6.725505,4.2474966,-1.3453349,234.90767045454547,1221.7520735254318,0.05806994364357585,0.025185848,classical
-315.44305,128.9399,-27.088398,31.60893,-8.211889,9.795157,-11.322249,2.252452,-10.888053,6.3107777,-2.236919,12.379773,5.2615585,103.359375,1491.7548917196668,0.08429427486455109,0.030035386,classical
-393.8363,189.22438,-21.035593,27.536257,3.35576,-0.28854644,-8.746876,-5.4631453,-5.9381456,5.7587914,0.3740823,-1.5298661,-6.5222464,151.99908088235293,922.6101161276871,0.06334655572755418,0.020037893,classical
-348.36603,157.92957,-17.46779,32.808327,-0.7690475,4.084913,-9.128215,-2.2119868,-10.944863,3.471643,-8.361461,-0.38387966,-0.08090682,95.703125,1076.5407153171093,0.06110922987616099,0.038786057,classical
-363.50275,131.2239,-23.130936,29.15008,-4.5466075,0.65627575,-10.075958,0.24828331,-2.543575,10.580688,0.06661411,2.9124687,-3.3456972,129.19921875,1472.850787852563,0.08666765431501548,0.027569588,classical
-304.8114,149.86716,-34.66743,28.266066,-5.965099,-1.4786128,-11.747447,-2.4941902,-7.076439,1.7816963,-10.250659,-1.223176,-0.20093586,143.5546875,1280.1578159612272,0.06777207696400929,0.038046885,classical
-412.89294,131.52837,-20.683542,30.872932,-10.311276,1.9122454,-10.391898,12.719601,0.19908874,13.565371,-4.1443114,3.1662405,5.598251,80.74951171875,1436.4856154551421,0.0815233165634675,0.014685525,classical
-489.8093,163.04083,-5.284461,34.413193,-2.532433,11.442392,-6.1842813,14.225169,-4.004756,4.6190705,-14.3163395,-1.4937794,-4.8741846,99.38401442307692,1001.5213770512945,0.04417055679179566,0.007342137,classical
-299.45306,141.36447,-34.049767,19.631071,-11.573071,5.13506,-13.015256,0.7654663,-11.858054,3.0844193,-4.8457932,9.133614,6.074344,117.45383522727273,1449.6918988460097,0.08243260811726007,0.0402264,classical
-456.09235,130.07687,-15.689145,47.09724,-1.5038456,10.051471,-11.062498,11.910669,-4.794186,17.198393,-0.60799295,5.1969585,4.6071534,172.265625,1433.0449646973132,0.08272739091524768,0.009848176,classical
-475.0024,148.10628,-10.41043,36.70905,0.27621508,7.042851,-2.0426595,8.077544,0.18107727,9.220942,-7.1538744,0.43104732,-1.1739076,184.5703125,1126.3747896521509,0.053516683194659444,0.00770888,classical
-305.6993,155.49272,-23.844147,26.547081,-3.3422265,2.4639454,-13.541098,-0.8870279,-7.5633025,7.835067,-6.708127,-0.35882586,-2.2251136,143.5546875,1252.9458490337115,0.07274332430340558,0.03876372,classical
-363.03638,151.40102,-39.646374,25.104115,-15.940102,-6.501043,-16.046303,0.94147295,-8.394863,0.36025813,-13.627049,0.9094779,2.52312,135.99917763157896,1334.369208350213,0.07458987398413312,0.01625902,classical
-265.29828,154.42482,-31.351974,22.3114,-5.1882544,5.776563,-11.809831,-0.15310149,-14.286113,4.7242227,-4.7063184,5.736899,-5.6260905,107.666015625,1287.3752916497513,0.07187560468266253,0.054279804,classical
-385.23727,162.03973,-8.085366,33.128986,4.424064,9.106128,-7.060127,11.603179,-3.8400548,9.236612,-16.315372,-10.277336,-10.231847,95.703125,1060.4840171880178,0.0503043065499226,0.018794602,classical
-221.272,166.208,-34.57642,29.128586,-10.1906185,4.9735427,-13.376164,2.4597592,-12.005147,5.2236633,-11.292243,-0.721124,-4.934144,151.99908088235293,1223.838834941491,0.06709180896865326,0.06471224,classical
-222.09027,170.26184,-38.352905,23.984406,-9.334308,6.7066,-13.345833,3.4746172,-17.403849,2.7733335,-9.163292,4.9443717,-6.003524,89.10290948275862,1240.1868422473447,0.07398065620162539,0.06092787,classical
-375.34543,156.90479,-46.059433,8.507858,-14.417068,-1.776496,-13.271741,-5.476389,-10.667402,6.8693447,-4.783805,1.4629853,1.0536689,161.4990234375,1249.6296345426672,0.08513478376547988,0.022598943,classical
